"Label (Grouping)","Alameda County, California!!Number!!Estimate","Alameda County, California!!Percent Distribution!!Estimate","Alameda County, California!!Median income (dollars)!!Estimate","Butte County, California!!Number!!Estimate","Butte County, California!!Percent Distribution!!Estimate","Butte County, California!!Median income (dollars)!!Estimate","Contra Costa County, California!!Number!!Estimate","Contra Costa County, California!!Percent Distribution!!Estimate","Contra Costa County, California!!Median income (dollars)!!Estimate","El Dorado County, California!!Number!!Estimate","El Dorado County, California!!Percent Distribution!!Estimate","El Dorado County, California!!Median income (dollars)!!Estimate","Fresno County, California!!Number!!Estimate","Fresno County, California!!Percent Distribution!!Estimate","Fresno County, California!!Median income (dollars)!!Estimate","Humboldt County, California!!Number!!Estimate","Humboldt County, California!!Percent Distribution!!Estimate","Humboldt County, California!!Median income (dollars)!!Estimate","Imperial County, California!!Number!!Estimate","Imperial County, California!!Percent Distribution!!Estimate","Imperial County, California!!Median income (dollars)!!Estimate","Kern County, California!!Number!!Estimate","Kern County, California!!Percent Distribution!!Estimate","Kern County, California!!Median income (dollars)!!Estimate","Kings County, California!!Number!!Estimate","Kings County, California!!Percent Distribution!!Estimate","Kings County, California!!Median income (dollars)!!Estimate","Lake County, California!!Number!!Estimate","Lake County, California!!Percent Distribution!!Estimate","Lake County, California!!Median income (dollars)!!Estimate","Los Angeles County, California!!Number!!Estimate","Los Angeles County, California!!Percent Distribution!!Estimate","Los Angeles County, California!!Median income (dollars)!!Estimate","Madera County, California!!Number!!Estimate","Madera County, California!!Percent Distribution!!Estimate","Madera County, California!!Median income (dollars)!!Estimate","Marin County, California!!Number!!Estimate","Marin County, California!!Percent Distribution!!Estimate","Marin County, California!!Median income (dollars)!!Estimate","Mendocino County, California!!Number!!Estimate","Mendocino County, California!!Percent Distribution!!Estimate","Mendocino County, California!!Median income (dollars)!!Estimate","Merced County, California!!Number!!Estimate","Merced County, California!!Percent Distribution!!Estimate","Merced County, California!!Median income (dollars)!!Estimate","Monterey County, California!!Number!!Estimate","Monterey County, California!!Percent Distribution!!Estimate","Monterey County, California!!Median income (dollars)!!Estimate","Napa County, California!!Number!!Estimate","Napa County, California!!Percent Distribution!!Estimate","Napa County, California!!Median income (dollars)!!Estimate","Nevada County, California!!Number!!Estimate","Nevada County, California!!Percent Distribution!!Estimate","Nevada County, California!!Median income (dollars)!!Estimate","Orange County, California!!Number!!Estimate","Orange County, California!!Percent Distribution!!Estimate","Orange County, California!!Median income (dollars)!!Estimate","Placer County, California!!Number!!Estimate","Placer County, California!!Percent Distribution!!Estimate","Placer County, California!!Median income (dollars)!!Estimate","Riverside County, California!!Number!!Estimate","Riverside County, California!!Percent Distribution!!Estimate","Riverside County, California!!Median income (dollars)!!Estimate","Sacramento County, California!!Number!!Estimate","Sacramento County, California!!Percent Distribution!!Estimate","Sacramento County, California!!Median income (dollars)!!Estimate","San Benito County, California!!Number!!Estimate","San Benito County, California!!Percent Distribution!!Estimate","San Benito County, California!!Median income (dollars)!!Estimate","San Bernardino County, California!!Number!!Estimate","San Bernardino County, California!!Percent Distribution!!Estimate","San Bernardino County, California!!Median income (dollars)!!Estimate","San Diego County, California!!Number!!Estimate","San Diego County, California!!Percent Distribution!!Estimate","San Diego County, California!!Median income (dollars)!!Estimate","San Francisco County, California!!Number!!Estimate","San Francisco County, California!!Percent Distribution!!Estimate","San Francisco County, California!!Median income (dollars)!!Estimate","San Joaquin County, California!!Number!!Estimate","San Joaquin County, California!!Percent Distribution!!Estimate","San Joaquin County, California!!Median income (dollars)!!Estimate","San Luis Obispo County, California!!Number!!Estimate","San Luis Obispo County, California!!Percent Distribution!!Estimate","San Luis Obispo County, California!!Median income (dollars)!!Estimate","San Mateo County, California!!Number!!Estimate","San Mateo County, California!!Percent Distribution!!Estimate","San Mateo County, California!!Median income (dollars)!!Estimate","Santa Barbara County, California!!Number!!Estimate","Santa Barbara County, California!!Percent Distribution!!Estimate","Santa Barbara County, California!!Median income (dollars)!!Estimate","Santa Clara County, California!!Number!!Estimate","Santa Clara County, California!!Percent Distribution!!Estimate","Santa Clara County, California!!Median income (dollars)!!Estimate","Santa Cruz County, California!!Number!!Estimate","Santa Cruz County, California!!Percent Distribution!!Estimate","Santa Cruz County, California!!Median income (dollars)!!Estimate","Shasta County, California!!Number!!Estimate","Shasta County, California!!Percent Distribution!!Estimate","Shasta County, California!!Median income (dollars)!!Estimate","Solano County, California!!Number!!Estimate","Solano County, California!!Percent Distribution!!Estimate","Solano County, California!!Median income (dollars)!!Estimate","Sonoma County, California!!Number!!Estimate","Sonoma County, California!!Percent Distribution!!Estimate","Sonoma County, California!!Median income (dollars)!!Estimate","Stanislaus County, California!!Number!!Estimate","Stanislaus County, California!!Percent Distribution!!Estimate","Stanislaus County, California!!Median income (dollars)!!Estimate","Sutter County, California!!Number!!Estimate","Sutter County, California!!Percent Distribution!!Estimate","Sutter County, California!!Median income (dollars)!!Estimate","Tehama County, California!!Number!!Estimate","Tehama County, California!!Percent Distribution!!Estimate","Tehama County, California!!Median income (dollars)!!Estimate","Tulare County, California!!Number!!Estimate","Tulare County, California!!Percent Distribution!!Estimate","Tulare County, California!!Median income (dollars)!!Estimate","Ventura County, California!!Number!!Estimate","Ventura County, California!!Percent Distribution!!Estimate","Ventura County, California!!Median income (dollars)!!Estimate","Yolo County, California!!Number!!Estimate","Yolo County, California!!Percent Distribution!!Estimate","Yolo County, California!!Median income (dollars)!!Estimate","Yuba County, California!!Number!!Estimate","Yuba County, California!!Percent Distribution!!Estimate","Yuba County, California!!Median income (dollars)!!Estimate"
"    7-or-more person families","8,174","2.1%","124,921","652","1.3%","89,188","7,915","2.7%","166,372","668","1.3%","250,000+","8,243","3.6%","77,694","193","0.7%","26,086","1,167","3.2%","103,847","9,032","4.4%","104,820","1,388","4.0%","115,417","165","0.9%","88,365","78,311","3.5%","119,305","1,462","4.4%","89,146","547","0.9%","88,125","365","1.8%","133,872","2,501","3.9%","71,331","5,298","5.5%","118,985","531","1.6%","250,000+","386","1.5%","146,944","22,544","3.0%","122,076","1,224","1.1%","219,367","25,361","4.4%","115,794","13,581","3.7%","110,394","612","3.9%","136,136","20,855","4.1%","110,153","19,489","2.6%","125,667","2,885","1.7%","193,305","8,822","4.9%","96,965","492","0.7%","92,189","4,666","2.6%","131,594","4,526","4.6%","91,078","11,581","2.5%","149,576","1,157","1.8%","142,530","734","1.7%","78,158","3,248","3.0%","148,125","1,615","1.3%","155,907","4,772","3.6%","91,037","1,223","5.1%","97,578","235","1.5%","94,160","3,667","3.3%","98,367","6,318","3.2%","126,220","385","0.8%","129,323","593","2.8%","66,604"
"FAMILY INCOME BY NUMBER OF EARNERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    No earners","42,178","11.0%","56,539","10,751","21.9%","51,985","38,566","12.9%","69,885","9,898","18.9%","73,675","33,772","14.6%","24,725","6,314","22.0%","45,161","6,303","17.1%","22,250","33,551","16.2%","27,999","5,162","15.0%","28,905","3,771","21.4%","52,170","274,958","12.4%","31,035","5,964","18.1%","37,683","9,123","14.3%","81,435","4,651","23.0%","39,913","12,220","19.0%","18,321","13,280","13.9%","50,325","5,149","15.2%","83,672","6,905","26.7%","64,405","96,086","12.6%","52,060","21,267","19.0%","69,339","89,565","15.6%","48,669","53,841","14.5%","50,639","1,773","11.4%","57,098","69,554","13.6%","32,430","106,139","13.9%","55,344","23,333","13.7%","44,354","23,394","12.9%","40,873","13,849","20.1%","70,122","21,052","11.6%","69,800","14,557","14.9%","64,959","48,700","10.7%","57,521","9,392","14.9%","70,051","10,641","24.7%","47,597","15,024","13.7%","66,785","18,252","14.9%","73,633","16,662","12.7%","40,062","3,746","15.5%","35,328","4,030","25.3%","49,552","15,894","14.1%","27,247","28,397","14.4%","63,039","5,958","12.6%","51,940","3,639","17.3%","26,669"
"    1 earner","119,353","31.1%","92,157","16,248","33.2%","66,309","92,346","30.9%","92,881","18,012","34.4%","93,779","82,803","35.8%","48,877","10,718","37.3%","60,715","14,159","38.4%","50,585","78,383","37.8%","46,844","13,421","38.9%","49,899","5,628","32.0%","65,969","720,538","32.5%","60,162","10,583","32.2%","51,124","21,083","33.0%","140,197","7,594","37.5%","55,810","23,733","36.9%","46,496","28,391","29.6%","70,391","10,367","30.5%","85,125","7,218","27.9%","73,563","224,964","29.5%","86,000","34,998","31.3%","99,038","189,972","33.1%","65,602","119,345","32.1%","66,841","4,036","25.9%","72,603","176,934","34.7%","58,380","246,680","32.3%","77,148","49,004","28.8%","100,939","65,759","36.2%","67,034","23,280","33.9%","75,538","52,520","29.0%","114,708","29,034","29.7%","74,418","145,860","31.9%","126,146","17,980","28.5%","75,371","14,117","32.8%","59,603","35,601","32.4%","73,341","37,200","30.4%","86,085","46,887","35.8%","60,852","8,900","36.8%","53,333","5,911","37.2%","44,699","45,367","40.3%","45,965","61,122","31.0%","80,692","15,330","32.5%","71,250","8,347","39.6%","52,685"
"    2 earners","171,451","44.7%","183,959","19,548","39.9%","98,517","125,836","42.2%","166,783","17,196","32.9%","143,739","83,885","36.3%","95,119","9,836","34.3%","86,548","11,478","31.1%","94,975","67,079","32.4%","92,882","12,850","37.2%","86,189","6,906","39.2%","76,203","857,884","38.7%","112,480","11,898","36.1%","94,767","28,225","44.2%","219,855","5,908","29.2%","113,611","20,587","32.0%","78,963","38,258","39.9%","102,276","12,911","38.0%","138,878","10,550","40.8%","141,304","314,097","41.2%","140,043","43,608","39.0%","156,512","206,221","35.9%","105,230","143,979","38.8%","117,307","5,666","36.3%","125,706","180,605","35.4%","100,833","310,962","40.7%","129,991","80,371","47.2%","225,209","66,389","36.5%","110,272","26,182","38.1%","128,253","82,309","45.4%","208,417","38,588","39.5%","109,832","199,129","43.6%","218,221","26,596","42.1%","146,105","15,461","35.9%","101,993","42,692","38.9%","117,790","51,121","41.8%","135,391","45,667","34.8%","100,098","8,551","35.4%","82,875","4,133","26.0%","88,112","37,347","33.2%","77,757","74,619","37.8%","132,514","19,708","41.8%","132,256","6,229","29.5%","93,021"
"    3 or more earners","50,773","13.2%","182,707","2,464","5.0%","177,899","41,638","14.0%","166,128","7,233","13.8%","161,899","30,871","13.3%","123,967","1,845","6.4%","143,876","4,917","13.3%","112,847","28,329","13.7%","113,524","3,064","8.9%","126,563","1,292","7.3%","105,581","364,269","16.4%","129,081","4,468","13.6%","119,778","5,497","8.6%","250,000+","2,079","10.3%","140,160","7,829","12.2%","108,098","15,913","16.6%","133,587","5,524","16.3%","134,921","1,200","4.6%","146,061","127,813","16.8%","148,393","11,852","10.6%","184,005","88,683","15.4%","132,520","54,377","14.6%","135,683","4,134","26.5%","173,465","82,926","16.3%","127,524","99,402","13.0%","142,467","17,579","10.3%","173,332","26,151","14.4%","137,020","5,434","7.9%","163,385","25,447","14.0%","193,712","15,513","15.9%","127,691","63,329","13.9%","198,204","9,202","14.6%","164,390","2,861","6.6%","132,768","16,486","15.0%","149,952","15,867","13.0%","163,914","21,925","16.7%","128,243","2,975","12.3%","99,597","1,836","11.5%","128,780","13,973","12.4%","110,117","33,143","16.8%","151,342","6,130","13.0%","134,466","2,879","13.6%","136,822"
"NONFAMILY HOUSEHOLDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Nonfamily households","205,425","205,425","65,916","32,342","32,342","38,577","113,174","113,174","66,459","22,570","22,570","55,979","91,315","91,315","40,364","26,471","26,471","39,924","10,992","10,992","22,006","75,621","75,621","35,396","8,646","8,646","39,331","9,875","9,875","28,988","1,157,938","1,157,938","51,570","11,135","11,135","25,790","39,450","39,450","72,901","14,041","14,041","37,318","20,598","20,598","31,928","37,382","37,382","54,320","16,028","16,028","54,840","16,806","16,806","42,155","314,233","314,233","63,192","44,220","44,220","54,476","191,232","191,232","41,146","200,407","200,407","52,032","4,698","4,698","51,818","165,910","165,910","45,423","399,713","399,713","60,923","180,509","180,509","91,445","60,067","60,067","42,887","38,826","38,826","51,915","82,807","82,807","74,176","52,858","52,858","53,681","193,575","193,575","92,037","34,183","34,183","62,642","28,426","28,426","41,491","47,814","47,814","51,421","68,146","68,146","55,120","43,068","43,068","45,354","9,483","9,483","41,618","8,040","8,040","23,326","30,960","30,960","39,506","81,887","81,887","61,029","29,718","29,718","39,971","6,848","6,848","N"
"        Female householder","106,472","51.8%","61,164","15,997","49.5%","37,796","64,862","57.3%","60,873","12,535","55.5%","54,469","48,317","52.9%","35,194","13,385","50.6%","39,134","5,674","51.6%","14,464","40,616","53.7%","33,162","4,030","46.6%","36,037","5,060","51.2%","27,663","603,173","52.1%","45,892","5,929","53.2%","23,068","24,289","61.6%","58,576","7,811","55.6%","35,227","10,428","50.6%","29,475","21,359","57.1%","45,317","10,797","67.4%","49,940","8,551","50.9%","37,134","171,692","54.6%","55,520","25,328","57.3%","45,505","98,951","51.7%","35,950","111,409","55.6%","47,117","2,565","54.6%","48,517","88,506","53.3%","37,435","206,828","51.7%","53,210","82,682","45.8%","84,172","32,434","54.0%","33,434","23,073","59.4%","42,028","44,033","53.2%","67,880","27,111","51.3%","49,561","89,256","46.1%","71,981","18,735","54.8%","59,144","15,038","52.9%","36,554","27,392","57.3%","43,425","37,865","55.6%","51,840","20,347","47.2%","35,799","4,741","50.0%","42,122","4,462","55.5%","24,761","16,491","53.3%","31,945","45,486","55.5%","50,677","16,916","56.9%","38,157","3,232","47.2%","27,094"
"            Living alone","82,946","40.4%","48,279","11,162","34.5%","33,382","51,953","45.9%","50,428","10,229","45.3%","45,661","39,326","43.1%","30,256","9,623","36.4%","30,250","5,145","46.8%","12,685","32,920","43.5%","26,822","3,353","38.8%","35,663","4,161","42.1%","16,965","476,048","41.1%","35,638","4,865","43.7%","17,686","19,922","50.5%","46,577","6,727","47.9%","29,558","8,813","42.8%","23,005","17,644","47.2%","40,388","8,426","52.6%","40,728","6,489","38.6%","28,692","131,011","41.7%","46,108","21,476","48.6%","42,304","81,524","42.6%","31,009","85,643","42.7%","40,020","1,946","41.4%","33,582","69,439","41.9%","31,397","155,627","38.9%","41,075","61,524","34.1%","60,730","27,465","45.7%","26,444","18,293","47.1%","40,454","35,589","43.0%","60,917","20,145","38.1%","34,902","69,665","36.0%","56,246","13,435","39.3%","46,019","10,777","37.9%","26,243","22,065","46.1%","40,876","29,769","43.7%","41,995","16,577","38.5%","32,764","3,456","36.4%","39,863","3,200","39.8%","22,941","13,082","42.3%","21,781","37,473","45.8%","41,759","9,898","33.3%","35,076","2,755","40.2%","25,020"
"            Not living alone","23,526","11.5%","122,653","4,835","14.9%","48,958","12,909","11.4%","113,936","2,306","10.2%","64,665","8,991","9.8%","75,401","3,762","14.2%","46,250","529","4.8%","46,217","7,696","10.2%","54,202","677","7.8%","56,685","899","9.1%","68,840","127,125","11.0%","87,844","1,064","9.6%","71,332","4,367","11.1%","143,233","1,084","7.7%","79,907","1,615","7.8%","66,076","3,715","9.9%","85,259","2,371","14.8%","113,605","2,062","12.3%","82,828","40,681","12.9%","97,409","3,852","8.7%","70,367","17,427","9.1%","82,164","25,766","12.9%","78,369","619","13.2%","175,183","19,067","11.5%","87,645","51,201","12.8%","102,362","21,158","11.7%","198,750","4,969","8.3%","105,119","4,780","12.3%","58,259","8,444","10.2%","132,070","6,966","13.2%","92,970","19,591","10.1%","136,294","5,300","15.5%","110,248","4,261","15.0%","67,182","5,327","11.1%","77,753","8,096","11.9%","100,802","3,770","8.8%","56,870","1,285","13.6%","73,638","1,262","15.7%","26,364","3,409","11.0%","67,030","8,013","9.8%","102,973","7,018","23.6%","47,339","477","7.0%","75,403"
"        Male householder","98,953","48.2%","73,572","16,345","50.5%","39,260","48,312","42.7%","74,976","10,035","44.5%","57,279","42,998","47.1%","44,751","13,086","49.4%","40,769","5,318","48.4%","37,315","35,005","46.3%","37,567","4,616","53.4%","43,767","4,815","48.8%","29,663","554,765","47.9%","58,527","5,206","46.8%","27,953","15,161","38.4%","93,734","6,230","44.4%","41,189","10,170","49.4%","34,647","16,023","42.9%","67,509","5,231","32.6%","70,026","8,255","49.1%","56,460","142,541","45.4%","74,541","18,892","42.7%","68,897","92,281","48.3%","47,910","88,998","44.4%","57,892","2,133","45.4%","58,173","77,404","46.7%","50,596","192,885","48.3%","66,844","97,827","54.2%","100,352","27,633","46.0%","58,645","15,753","40.6%","66,627","38,774","46.8%","84,947","25,747","48.7%","58,107","104,319","53.9%","110,897","15,448","45.2%","69,002","13,388","47.1%","44,126","20,422","42.7%","61,723","30,281","44.4%","60,142","22,721","52.8%","52,132","4,742","50.0%","41,314","3,578","44.5%","15,803","14,469","46.7%","49,444","36,401","44.5%","70,931","12,802","43.1%","43,429","3,616","52.8%","51,277"
"            Living alone","69,793","34.0%","55,839","10,644","32.9%","36,025","35,771","31.6%","63,201","7,651","33.9%","50,300","33,325","36.5%","39,355","9,158","34.6%","36,645","4,506","41.0%","34,521","27,922","36.9%","32,753","3,245","37.5%","32,231","4,051","41.0%","27,222","396,709","34.3%","43,808","3,854","34.6%","28,628","10,749","27.2%","76,600","4,835","34.4%","29,965","7,921","38.5%","28,510","10,233","27.4%","49,358","4,004","25.0%","54,609","5,314","31.6%","30,647","99,683","31.7%","59,174","13,836","31.3%","54,523","68,662","35.9%","37,783","62,698","31.3%","49,762","1,862","39.6%","67,696","56,585","34.1%","43,024","134,335","33.6%","55,646","68,176","37.8%","62,615","20,680","34.4%","49,254","9,929","25.6%","53,542","29,448","35.6%","68,111","16,306","30.8%","41,645","73,775","38.1%","90,212","9,865","28.9%","43,039","9,056","31.9%","35,080","15,934","33.3%","51,092","20,090","29.5%","45,060","17,814","41.4%","47,104","4,093","43.2%","40,351","3,086","38.4%","13,328","10,817","34.9%","36,682","25,137","30.7%","54,108","7,182","24.2%","45,934","2,704","39.5%","35,134"
"            Not living alone","29,160","14.2%","141,541","5,701","17.6%","51,701","12,541","11.1%","120,506","2,384","10.6%","80,712","9,673","10.6%","73,270","3,928","14.8%","55,564","812","7.4%","44,721","7,083","9.4%","64,803","1,371","15.9%","57,206","764","7.7%","68,012","158,056","13.6%","96,806","1,352","12.1%","26,909","4,412","11.2%","124,573","1,395","9.9%","67,681","2,249","10.9%","65,283","5,790","15.5%","81,953","1,227","7.7%","168,175","2,941","17.5%","99,090","42,858","13.6%","104,988","5,056","11.4%","125,297","23,619","12.4%","90,739","26,300","13.1%","91,017","271","5.8%","55,332","20,819","12.5%","75,258","58,550","14.6%","109,377","29,651","16.4%","206,534","6,953","11.6%","95,854","5,824","15.0%","79,310","9,326","11.3%","146,956","9,441","17.9%","89,690","30,544","15.8%","180,663","5,583","16.3%","106,048","4,332","15.2%","61,759","4,488","9.4%","100,222","10,191","15.0%","100,532","4,907","11.4%","77,198","649","6.8%","67,664","492","6.1%","65,714","3,652","11.8%","75,153","11,264","13.8%","104,810","5,620","18.9%","37,158","912","13.3%","98,804"
